,0,1,2,3,4
0,사회>교육_시험 | 지역>경남 | 지역>충남,2011/02/06,,구제역·AI 발생지 개학 연기 검토,"교육과학기술부는 6일 구제역이나 조류인플루엔자(AI) 발생 지역의 초·중·고교에 대해 개학 연기를 검토하라고 시·도교육청에 지시했다고 밝혔다.

교과부 이준순 학교지원국장은 “5일 행정안전부로부터 ‘구제역이나 AI 다발생 지역엔 초·중·고교 개학 시기에 학생들이 등교하지 않도록 검토 바란다’는 협조 요청이 와서 전국 16개 시·도교육청 비상연락망을 통해 긴급히 관련 내용을 전달했다”고 말했다. 이 국장은 “학생들이 대규모로 이동하는 개학을 맞아 구제역과 AI의 확산을 막기 위한 조치”라고 덧붙였다.

교과부에 따르면 전국 초·중·고교는 대부분 7일 개학을 하며 각 학교장은 해당 지역의 구제역 및 AI 확산 상황에 따라 개학 연기 또는 등교 제한 조치를 내릴 수 있다.

이 국장은 “구제역과 AI가 심하게 확산된 지역은 등교 대신 집에서 학습을 하거나 아예 개학을 미루라는 것”이라며 “개학 연기 등에 대한 판단은 해당 지역 시·군 상황실과 협의해 학교장이 최종 결정하게 된다”고 설명했다.

<심혜리 기자 grace@kyunghyang.com>"
1,지역>충남 | 지역>전북 | IT_과학>IT_과학일반,2011/02/02,,"설연휴 살처분 1000만 마리 넘나…구제역 300만, AI 540만","구제역 때문에 살처분 되거나 매몰된 가축 두수가 2일 300만 마리를 넘어섰다. 지난 1일 오후에는 전국 최대 축산단지인 충남 홍성에서 처음으로 구제역이 확인되면서 구제역 사태는 발발 67일만에 다시 한번 중대 기로를 맞고 있다. 조류독감(AI) 또한 살처분 매몰규모가 540만 마리를 넘어섰다.

구제역 발생지역은 2일 현재 8개 시·도, 66개 시·군, 148곳으로 늘었으며, 가축별 살처분.매몰 두수는 ▲소 3562농가 14만8019마리 ▲돼지 1508농가 286만4984마리 ▲염소 186농가 4746마리 ▲사슴 131농가 2756마리 등 총 5387농가 302만505마리다.

정부는 이날부터 5일간의 설 연휴가 본격적으로 시작됨에 따라 연휴 기간에 사람과 차량을 통한 구제역 바이러스의 전파 가능성이 높다고 보고 귀성객들에게 각별한 주의를 당부하며 연휴기간에도 연일 차단방역에 총력을 기울이고 있다.

조류독감(AI)은 이날까지 모두 81건의 의심신고가 들어와 40건은 양성으로, 39건은 음성으로 확인됐으며, 지난달 29일 전북 고창에서 신고된 의심사례 1건에 대해 검사 중이다. AI 발생에 따른 살처분·매몰 규모는 243농가 541만1483마리로 집계됐다.

<디지털뉴스팀>"
2,지역>전남 | 지역>강원 | 지역>대전,2011/01/31,,구제역·AI확산…세시풍속 마저 실종,"구제역과 조류 인플루엔자(AI) 공포가 사라지지 않으면서 설과 대보름 등 민족 고유의 명절에 열었던 각종 세시풍속도 대부분 취소될 전망이다.

광주시 남구 칠석마을 고싸움놀이 전승보존회 측은 오는 16~17일 칠석마을에서 열 예정이던 고싸움 놀이를 구제역 확산을 막기 위해 무기한 연기했다고 31일 밝혔다. 칠석 고싸움놀이가 외부 사정으로 대보름에 개최하지 못한 것은 지난 1969년 이후 42년만에 처음이다.

광주 칠석 고싸움 놀이는 칠석동 옻돌마을에서 정월 대보름 세시풍속으로 전해내려오는 민속놀이로 일본강점기에 자취를 감췄다가 1970년 중요무형문화재 제33호로 지정 돼 부활했다. 광주시는 하지만 국립광주박물관에서 설 연휴기간 열리는 ‘설맞이 우리 한마당’을 비롯해 각 마을에서 열리는 당산제, 쥐불놀이 등 소규모 행사는 예정대로 열 예정이다.

여수시문화원도 대보름을 맞아 종화동 해양공원에서 오는 17일 낮 열 예정이던 ‘정월대보름 전통민속놀이 한마당’ 행사를 구제역 등으로 인해 행사 일정을 결정짓지 못하고 있다고 밝혔다. 도내 전체에서 취소된 행사는 100여개에 달한다.

여수시 관계자는 “사람들이 많이 모이는 행사는 취소하거나 연기할 방침”이라고 말했다.

<나영석 기자 ysn@kyunghyang.com>"
3,국제>일본,2011/01/28,조홍민,日 미야자키發 AI 1주일새 전국 확산,"지난 22일 일본 미야자키현에서 올해 들어 처음 발생한 고병원성 조류 인플루엔자(AI)가 전국으로 확산되고 있다. 일본 아이치현은 27일 현내 도요하시시의 한 양계장에서 폐사한 닭을 검사한 결과 조류 인플루엔자 양성반응이 나왔다고 발표했다. 이에 따라 현 당국은 해당 양계장에서 사육하고 있는 닭 15만마리를 살처분하고 반경 10㎞ 이내의 44개 농가에서 기르고 있는 닭 260만마리와 계란의 이동을 금지하는 조치를 내렸다.
앞서 지난 25일에는 일본 최대의 양계 지역인 가고시마현 이즈미시의 한 양계장에서 AI가 발생해 현 당국이 닭 8600마리를 살처분하고 반경 10㎞ 내의 농가 162곳에서 사육되는 닭 525만마리와 계란의 이동을 금지시켰다.
일본에서는 지난해 가을 이후 지금까지 10개현에서 15건의 AI가 발생한 것으로 집계됐다. 이 가운데 6건은 양계장의 닭이 감염됐고, 나머지는 두루미를 비롯한 야생 조류에서 발생했다.
도쿄│조홍민 특파우너"
4,국제>일본 | 국제>중국,2011/01/27,,日 미야자키發 AI 1주일새 전국 확산,"지난 22일 일본 미야자키현에서 올해 들어 처음 발생한 고병원성 조류 인플루엔자(AI)가 전국으로 확산되고 있다. 일본 아이치현은 27일 현내 도요하시시의 한 양계장에서 폐사한 닭을 검사한 결과 조류 인플루엔자 양성반응이 나왔다고 발표했다. 이에 따라 현 당국은 해당 양계장에서 사육하고 있는 닭 15만마리를 살처분하고 반경 10㎞ 이내의 44개 농가에서 기르고 있는 닭 260만마리와 계란의 이동을 금지하는 조치를 내렸다.

앞서 지난 25일에는 일본 최대의 양계 지역인 가고시마현 이즈미시의 한 양계장에서 AI가 발생해 현 당국이 닭 8600마리를 살처분하고 반경 10㎞ 내의 농가 162곳에서 사육되는 닭 525만마리와 계란의 이동을 금지시켰다.

일본에서는 지난해 가을 이후 지금까지 10개현에서 15건의 AI가 발생한 것으로 집계됐다. 이 가운데 6건은 양계장의 닭이 감염됐고, 나머지는 두루미를 비롯한 야생 조류에서 발생했다.

<도쿄 | 조홍민 특파원>"
5,국제>일본 | 국제>중국 | 국제>아시아,2011/01/25,조홍민,日도 AI 비상… 미야자키현 닭 41만마리 살처분,"지난해 구제역이 발생한 일본 규슈 미야자키현에서 23일 고병원성 조류 인플루엔자(AI) 감염이 확인돼 현 당국이 41만마리의 닭을 살처분하기로 결정했다. 마이니치신문 등 일본 언론들은 24일 미야자키현 신토미초의 양계장에 전날 오전 닭 20마리가 폐사한 채 발견됐으며 정밀조사 결과 이 중 5마리로부터 AI 감염 사실이 확인됐다고 전했다. 앞서 지난 22일에는 신토미초에서 남서쪽으로 8.5㎞ 떨어진 미야자키시에서도 AI 발생이 확인됐다.
미야자키현은 이들 농가가 기르는 닭 전부를 살처분하는 것뿐 아니라 반경 10㎞ 내에 있는 농장의 닭 400여만마리와 계란의 이동을 금지하고 현장조사에 들어갔다. 간 나오토 총리는 23일 심야 관계각료회의를 소집하고, 대책 마련과 함께 미야자키현의 요청이 있을 경우 자위대를 파견하도록 지시했다. 도쿄 | 조홍민 특파원"
6,사회>사건_사고 | 사회>환경 | 지역>경남,2011/01/24,,"파주시, AI 감염 농가에 사료관리법 첫 적용해 경찰 고발","경기도 파주시는 지난 20일 고병원성 조류인플루엔자(AI)가 확인된 광탄면 창만리 농가를 규정에 어긋난 음식물 사료를 먹인 혐의(사료관리법 위반)로 경찰에 고발했다고 24일 밝혔다.

국내에서 가축질병 발생지역 내 가축을 무단 반출하거나 이동제한조치를 어겨 고발한 사례는 있지만 사료관리법을 적용해 농가나 농장주를 고발하기는 이번이 처음이다.

고발된 농가는 사료관리법상 남은 음식물을 가축에게 사료로 제공하려면 100도 이상 온도에서 30분 이상 가열해야 하지만 음식물을 마당에 펼쳐놓고 건조한 뒤 바로 먹이는 등 규정을 지키지 않은 것으로 조사됐다.

이로 인해 마당에 야생조류가 날아들어 바이러스에 노출된 야생조류의 분변이 음식물에 묻고 이 음식물이 사료로 제공되면서 이 농장의 닭이 AI에 감염된 것으로 방역당국은 보고 있다.

이 농가는 지난 18일 사육중인 산란계 7천여마리 가운데 600여마리가 집단 폐사하는 등 AI 의심증세를 보여 이틀 뒤 정밀조사에서 고병원성 AI로 확인됐다.

<디지털뉴스팀>"
7,국제>일본 | 국제>중국 | 국제>아시아,2011/01/24,,日도 AI 비상… 미야자키현 닭 41만마리 살처분,"ㆍ간 총리 심야 각료회의

지난해 구제역이 발생한 일본 규슈 미야자키현에서 23일 고병원성 조류 인플루엔자(AI) 감염이 확인돼 현 당국이 41만마리의 닭을 살처분하기로 결정했다. 마이니치신문 등 일본 언론들은 24일 미야자키현 신토미초의 양계장에 전날 오전 닭 20마리가 폐사한 채 발견됐으며 정밀조사 결과 이 중 5마리로부터 AI 감염 사실이 확인됐다고 전했다. 앞서 지난 22일에는 신토미초에서 남서쪽으로 8.5㎞ 떨어진 미야자키시에서도 AI 발생이 확인됐다.

미야자키현은 이들 농가가 기르는 닭 전부를 살처분하는 것뿐 아니라 반경 10㎞ 내에 있는 농장의 닭 400여만마리와 계란의 이동을 금지하고 현장조사에 들어갔다. 간 나오토 총리는 23일 심야 관계각료회의를 소집하고, 대책 마련과 함께 미야자키현의 요청이 있을 경우 자위대를 파견하도록 지시했다.

<도쿄 | 조홍민 특파원>"
8,지역>경남 | 지역>전남 | 사회>환경,2011/01/23,,"전남, 주춤하던 AI 다시 확산추세 ′긴장 ′","주춤하던 전남지역 고병원성 조류인플루엔자(AI)확진 판정이 다시 잇달아 방역당국이 긴장하고 있다. 23일 전남도에 따르면 폐사와 산란수 감소로 지난 20일 AI의심신고를 한 영암군 덕진면 종오리 농장에 대한 1차검사에서 22일 AI양성(H5형)반응이 나왔다.

전남 지역에서 지난 14일 여수 만흥동 토종닭 농가에서 고병원성 확진이 마지막으로 나온 이후 양성반응은 8일만이다.

이 농장은 지난 9일 고병원성 확진을 받은 영암군 시종면 육용오리 농가로부터 5.5㎞ 정도 떨어진 곳으로 2만마리의 종오리를 사육하고 있다. 이에 전남도는 선제적 예방차원에서 이 농장 일대 반경 3㎞ 이내 9농가가 키우고 있는 닭과 오리 12만 마리를 매몰처분하기로 했다.

또 지난 20일 AI의심신고를 한 보성군 노동면 종오리 농장도 이날 AI양성판정을 받았다. 1만4000마리의 오리를 사육하고 있는 이곳 농장은 산란율저하와 사료섭취 감소 등에 따라 AI의심신고를 했다.

하지만 다행히 이곳 농장 3㎞ 이내에는 가금류 농장이 없는 것으로 파악돼 1만4000마리만 살처분하기로 했다.

특히 H5형 양성판정이후 모두가 고병원성 확진을 받아 주춤했던 전남지역 AI감염이 다시 고개를 들지 않느냐는 우려가 나오고 있다.

<나영석 기자 ysn@kyunghyang.com>"
9,사회>환경 | 사회>사건_사고 | 지역>경남,2011/01/20,,파주서 경기북부 첫 고병원성 AI 확인,"올해 경기북부에서는 처음으로 파주시에서 고병원성 조류인플루엔자(AI)가 발생했다. 경도 파주시는 지난 18일 의심신고된 광탄면 창만리 산란계농장의 닭의 시료를 채취해 정밀조사한 결과 고병원성 AI로 확진됐다고 20일 밝혔다.

시는 19일 1차 검사에서 AI 항원(H5형)이 나오자 해당 농장의 닭 7000여마리를 예방적 차원에서 살처분했다. 이 농장이 AI 확진을 받음에 따라 반경 3㎞ 이내 10개 닭 사육농장의 닭 2만8000여마리도 AI 확산을 막기 위해 살처분할 계획이다.

또 10㎞ 이내 38개 가금류 사육농가 53만8000여마리에 대한 이동제한 조치를 내리고 산란율과 폐사 여부 등에 집중 예찰하기로 했다. 이동제한초소는 AI가 발생한 광탄면에 3곳, 법원읍에 2곳, 파주읍에 2곳 등 모두 7곳에 운영하기로 했다.

파주시 관계자는 ""살처분 대상인 발생지로부터 500ｍ 이내는 가금류 사육농장이없지만 AI가 확산하는 것을 막자는 차원에서 3㎞ 이내 가금류 사육농장에 대한 살처분을 결정했다""고 말했다.

파주시에는 육계 62개 농가 145만1000여마리, 산란계 29개 농가 62만여마리, 토종닭 56개 농장 11만9000여마리, 오리 9개 농가 1만1000여마리 등 모두 162개 농가에서 가금류 236만6000여마리를 키우고 있다.

<디지털뉴스팀>"
