,0,1,2,3,4
0,사회>환경 | 지역>충북 | 지역>전북,2012/01/07,,이천 오리농장 AI 검사 ‘음성’ 판정,"농림수산식품부는 오리 집단폐사가 발생한 경기도 이천시의 오리 농가 시료를 정밀검사한 결과 조류인플루엔자(AI) 바이러스(H5N1) 음성으로 판명됐다고 7일 밝혔다.

농식품부는 9개의 종란접종 검사에서 하나의 폐사도 발생하지 않았고 혈구응집 여부를 확인하는 검사에서도 음성으로 확인됐다고 설명했다. 농식품부는 이에 따라 해당 농장에 대한 이동제한과 출입통제 조치를 해제했다.

초동방역팀에는 철수를 지시했다. 농식품부는 지난 1~3일 이천시 설성면의 육용 오리 농가에서 오리 110마리가 폐사하자 지난 3일부터 정밀검사를 해왔다.

<디지털뉴스팀>"
1,사회>환경 | 지역>전북 | 지역>경남,2012/01/04,,이천서 오리 110마리 폐사…AI 검사,"경기도 이천에서 오리 110마리가 폐사해 농림수산식품부가 고병원성 AI(조류 인플루엔자) 여부에 대한 정밀 검사에 착수했다. 농식품부는 지난 1~3일 이천에서 육용오리 1만1800마리를 키우는 농가에서 110마리가 폐사해 농림수산검역검사본부가 부검했더니 폐출혈, 심장출혈 등 AI 감염 때 나타나는 임상증상이 관찰됐다고 4일 밝혔다.

농식품부는 지난 3일부터 종란 접종 등 정밀검사를 하고 있다. 정밀검사는 종란에 접종 후 종란 속 병아리의 폐사 여부를 확인하고, 유전자검사 등을 거친다. 고병원성 AI 여부는 최장 5일 후 판정돼 이번 검사 결과는 7일 오후에 나올 예정이다.

농식품부는 초동방역팀을 현장에 투입해 해당 농장에 대한 이동제한과 사람, 차량 출입을 통제했다. 경기도 축산위생연구소 소속 가축방역관을 동원해 인근 가금류사육농장을 예찰하고 있다. 관련 지자체와 방역본부 등은 해당 농장에 새끼 오리를 분양한 부화장을 집중적으로 예찰하고 가금류 사육농가 등을 소독하는 등 방역을 강화했다.

농식품부는 고병원성 AI로 판명되면 AI 긴급행동지침(SOP)에 따라 전국 일시 이동중지 등 방역조치를 취할 계획이다. 농식품부는 가금류 사육농가에 매주 1회 이상 농장 소독과 매일 1회 이상 농장 예찰, 외부인이나 차량의 출입 통제, 농장주의 철새 도래지 출입 자제 등 방역수칙을 철저히 준수하라고 당부했다. AI 의심 가축을 발견하면 즉시 가축방역기관(☎1588-4060)에 신고해 달라는 부탁도 했다.

<디지털뉴스팀>"
2,지역>제주 | 지역>충남 | 지역>전남,2011/04/01,강홍균,제주서 구제역·AI가 맥 못춘 이유는?,"“생각만 해도 끔찍합니다. 몸이 열 개라도 모자랄 정도로 뛰었습니다.”
31일 “제주도에 구제역이 발생했다면…”이라는 기자의 질문에 제주도 조덕준 축정과장은 손사래를 쳤다.
제주도는 지난 29일까지 주요 도로변에 설치됐던 방역통제초소를 철거했다. 지난해 11월19일과 12월29일 발생한 구제역과 고병원성 조류인플루엔자(AI)가 끝났다는 판단에 따른 것이다. 바야흐로 전국에서 유일하게 구제역과 조류인플루엔자 등 2가지 질병을 막아내 가축전염병 청정지역으로 남는 데 성공한 것이다.
◇ “바다에 모두 빠져 죽자” = 초창기 우근민 제주지사는 구제역 방역대책서류를 결재하면서 비장한 각오를 던졌다.
“구제역 발생하면 모두 같이 제주바다에 빠져 죽읍시다.”
축정과 직원들은 “죽어도 구제역은 막고 죽겠습니다”라고 응답했다. 제주도의 구제역 차단은 한마디로 “죽을 각오”로 이뤄졌다. 만약 구제역과 AI가 발생했다면 제주도는 초토화됐을 것이라는 게 방역 종사자들의 이야기다.
제주도는 지하수가 생명수다. 육지처럼 강이 없기 때문에 지하수가 오염되면 말 그대로 끝장이 나버린다.
제주에서 사육되는 소는 3만5000마리, 돼지는 50만2000마리다. 축산농가는 제주시 한림읍, 서귀포시 대정읍 등 일정지역에 밀집돼 있다. 이 때문에 구제역에 한 마리라도 걸리게 되면 제주도내 소, 돼지 대부분을 살처분해야 한다는 결론이다.
소, 돼지뿐만 아니라 한라산과 중산간 지역에 서식하고 있는 야생노루도 살처분 대상이 된다. 천방지축으로 뛰놀면서 목장에 접근할 수 있기 때문이다.
제주발전연구원은 제주에 구제역 발생 시 축산물 관련 피해만 7000억원대에 이를 것으로 전망했다. 관광산업 침체에 따른 피해까지 따지면 1조4000억원대를 훌쩍 넘는다.
조 과장은 “섬이라는 지리적 이점을 차단방역에 최대한 활용했다”며 “유일한 출입경로인 공항과 항만에서 사람과 화물, 차량을 철저히 소독했다”고 말했다.
다른 시·도와는 차별화되게 국경에 준하는 방역을 실시했다는 것이다. 제주특별법에 따른 차별화된 방역규정이 있었기 때문이었다.
◇ ‘가발이 벗겨질 정도로…’ = 즉 ‘반출입 가축 및 그 생산물 등에 관한 방역조례’에 따르면 타 시·도에서 구제역이나 AI 발생 시 가축과 고기, 정액, 비료 등 관련 부산물까지 반입을 금지한다. 제주지역 가축도 반출이 금지된다. 직접적인 전염요인인 가축과 그 부산물의 이동 자체를 금지하는 것이다. 간접 요인인 사람과 차량에 대해서는 철저한 소독이 이뤄진다. 제주공항에는 7대의 에어샤워기가 설치돼 관광객의 옷이나 머리에 묻어오는 바이러스를 털어냈다.
제주도가 에어샤워기 강도를 곱절 높이는 바람에 일부 관광객은 “가발이 벗겨질 뻔했다”며 항의하기도 했다. 신발을 통해 유입되는 바이러스는 발판소독기가 책임졌다. 축산농가들은 스스로 조를 짜 마을 단위 방역에 나섰다.
제주도는 지금까지 방역작업에 동원된 인원은 2만9000여명, 긴급예비비 등 방역예산은 45억원이 소요됐다고 밝혔다.
◇ 구제역·AI청정효과 톡톡 = 요즘 서울의 마트에서는 ‘삼다수’ 보기가 힘들어졌다.
소비자들이 구제역 매몰가축으로 인한 침출수 피해를 우려해서 제주 삼다수만 찾고 있기 때문이다.
육지부에서 제주산 돼지고기를 선호하면서 올 들어 2월까지 도축물량도 지난해보다 19%나 늘었다. 3월 현재 제주산 돼지고기 가격은 ㎏당 6683원으로 지난해 3월에 비해 65%나 올랐다. 우근민 제주지사는 “무엇보다 도민이 똘똘 뭉쳐 구제역을 막아냈다는 자긍심이 크다”며 “청정 제주 이미지를 지켜냈기 때문에 세계 7대자연경관 선정에도 도움이 될 것”이라고 말했다.
강홍균 기자 khk5056@kyunghyang.com"
3,지역>제주 | 지역>충남 | 지역>전남,2011/03/31,,제주서 구제역·AI가 맥 못춘 이유는?,"ㆍ“지하수 오염 되면 끝장” 공무원들 ‘목숨 걸고’ 방역
ㆍ특별법에 방역 규정… 섬 이점 살려 공항·항구 봉쇄

“생각만 해도 끔찍합니다. 몸이 열 개라도 모자랄 정도로 뛰었습니다.”

31일 “제주도에 구제역이 발생했다면…”이라는 기자의 질문에 제주도 조덕준 축정과장은 손사래를 쳤다.

제주도는 지난 29일까지 주요 도로변에 설치됐던 방역통제초소를 철거했다. 지난해 11월19일과 12월29일 발생한 구제역과 고병원성 조류인플루엔자(AI)가 끝났다는 판단에 따른 것이다. 바야흐로 전국에서 유일하게 구제역과 조류인플루엔자 등 2가지 질병을 막아내 가축전염병 청정지역으로 남는 데 성공한 것이다.

◇ “바다에 모두 빠져 죽자” = 초창기 우근민 제주지사는 구제역 방역대책서류를 결재하면서 비장한 각오를 던졌다.

“구제역 발생하면 모두 같이 제주바다에 빠져 죽읍시다.”

축정과 직원들은 “죽어도 구제역은 막고 죽겠습니다”라고 응답했다. 제주도의 구제역 차단은 한마디로 “죽을 각오”로 이뤄졌다. 만약 구제역과 AI가 발생했다면 제주도는 초토화됐을 것이라는 게 방역 종사자들의 이야기다.

제주도는 지하수가 생명수다. 육지처럼 강이 없기 때문에 지하수가 오염되면 말 그대로 끝장이 나버린다.

제주에서 사육되는 소는 3만5000마리, 돼지는 50만2000마리다. 축산농가는 제주시 한림읍, 서귀포시 대정읍 등 일정지역에 밀집돼 있다. 이 때문에 구제역에 한 마리라도 걸리게 되면 제주도내 소, 돼지 대부분을 살처분해야 한다는 결론이다.

소, 돼지뿐만 아니라 한라산과 중산간 지역에 서식하고 있는 야생노루도 살처분 대상이 된다. 천방지축으로 뛰놀면서 목장에 접근할 수 있기 때문이다.

제주발전연구원은 제주에 구제역 발생 시 축산물 관련 피해만 7000억원대에 이를 것으로 전망했다. 관광산업 침체에 따른 피해까지 따지면 1조4000억원대를 훌쩍 넘는다.

조 과장은 “섬이라는 지리적 이점을 차단방역에 최대한 활용했다”며 “유일한 출입경로인 공항과 항만에서 사람과 화물, 차량을 철저히 소독했다”고 말했다.

다른 시·도와는 차별화되게 국경에 준하는 방역을 실시했다는 것이다. 제주특별법에 따른 차별화된 방역규정이 있었기 때문이었다.

◇ ‘가발이 벗겨질 정도로…’ = 즉 ‘반출입 가축 및 그 생산물 등에 관한 방역조례’에 따르면 타 시·도에서 구제역이나 AI 발생 시 가축과 고기, 정액, 비료 등 관련 부산물까지 반입을 금지한다. 제주지역 가축도 반출이 금지된다. 직접적인 전염요인인 가축과 그 부산물의 이동 자체를 금지하는 것이다. 간접 요인인 사람과 차량에 대해서는 철저한 소독이 이뤄진다. 제주공항에는 7대의 에어샤워기가 설치돼 관광객의 옷이나 머리에 묻어오는 바이러스를 털어냈다.

제주도가 에어샤워기 강도를 곱절 높이는 바람에 일부 관광객은 “가발이 벗겨질 뻔했다”며 항의하기도 했다. 신발을 통해 유입되는 바이러스는 발판소독기가 책임졌다. 축산농가들은 스스로 조를 짜 마을 단위 방역에 나섰다.

제주도는 지금까지 방역작업에 동원된 인원은 2만9000여명, 긴급예비비 등 방역예산은 45억원이 소요됐다고 밝혔다.

◇ 구제역·AI청정효과 톡톡 = 요즘 서울의 마트에서는 ‘삼다수’ 보기가 힘들어졌다.

소비자들이 구제역 매몰가축으로 인한 침출수 피해를 우려해서 제주 삼다수만 찾고 있기 때문이다.

육지부에서 제주산 돼지고기를 선호하면서 올 들어 2월까지 도축물량도 지난해보다 19%나 늘었다. 3월 현재 제주산 돼지고기 가격은 ㎏당 6683원으로 지난해 3월에 비해 65%나 올랐다. 우근민 제주지사는 “무엇보다 도민이 똘똘 뭉쳐 구제역을 막아냈다는 자긍심이 크다”며 “청정 제주 이미지를 지켜냈기 때문에 세계 7대자연경관 선정에도 도움이 될 것”이라고 말했다.

<강홍균 기자 khk5056@kyunghyang.com>"
4,지역>충남 | 지역>전북,2011/03/28,오관철,구제역 고개 숙이자 ‘고개 든 AI’,"구제역이 진정 국면에 접어들었으나 조류인플루엔자(AI)는 ‘야금야금’ 전국적으로 확산되고 있다.
27일 농림수산식품부에 따르면 지난해 12월29일 충남 천안에서 종오리에 대해 AI가 처음 신고된 뒤 지난 25일 경북 영천에서 토종닭에 대해 100번째 의심 신고가 접수됐다.
신고된 100건을 지역별로 보면 전남이 49건으로 가장 많고 이어 경기(22건), 충남(11건), 전북(6건) 등의 순이었다.
AI 의심 신고 100건 가운데 51건이 양성 판정을 받았고 48건은 음성으로 판정됐다. 양성 판정 51건을 지역별로 보면 전남(23건), 경기(17건), 충남(6건), 전북·경북(각 2건), 경남(1건) 등 6개 시·도 24개 시·군으로 집계됐다.
농식품부 관계자는 “초기에 철새 때문에 AI가 발생한 이후 차량이동 등을 통해 전국으로 확산된 것으로 추정하고 있다”며 “주로 하천 지역과 하천에 인접한 곳에서 출현하고 있다”고 말했다.
철새가 많이 있는 지역에서 잇따라 AI 의심사례가 신고되고 있다는 설명이다.
지금까지 AI로 살처분 후 매몰된 가금류는 전국적으로 269개 농가 627만마리로 집계됐다.
방역당국은 AI 바이러스를 없애기 위해 가금류에 대한 매몰 처분에 나서고 있다.
농식품부 등 방역당국은 현재 경기·충남·전남·경남·경북 등 14개 시·군에서 AI 확산을 막기 위해 가축 이동을 제한하고 있다. 또 131곳에 이동통제초소를 설치, 운영 중이다. AI에 감염된 철새 등 야생조류의 배설물이 이동하는 차량, 사람 등에게 묻어 다른 지역으로 퍼질 수 있기 때문이다.
농식품부 관계자는 “다음달 중순까지 AI 발생이 간헐적으로 나타나다 차츰 수그러들 것으로 보고 있으며 오는 6월 중순 이후 AI의 종식을 선언할 수 있을 것으로 전망된다”고 말했다. 철새 등 야생조류에서 AI 바이러스가 계속 분리되고 있어 철새가 국내에서 월동하는 봄철까지는 계속 나타날 가능성을 배제할 수 없다는 설명이다.
이번 AI는 2008년 4~5월 이후 약 2년 만에 발생한 것이다.
AI가 서서히 전국으로 확산되고 있지만 육계나 오리 등의 가격은 크게 변화가 없거나 다소 오름세인 것으로 나타났다.
육계의 산지가격은 지난해 3월 평균 2355원(㎏당)에서 이달 25일 현재 2509원으로 6.5% 올랐다. 오리도 지난해 3월 산지가격은 ㎏당 2200원 수준이었으나 최근에는 3000원을 넘고 있다.
방역당국은 AI가 인수공통전염병이지만 사람에게 전염될 가능성은 희박하다고 강조하고 있다. AI에 감염된 고기가 시중에 유통될 가능성 역시 거의 없지만 설사 유통됐다 하더라도 잘 익혀 먹으면 해가 없다는 것이다.
AI는 70도 이상으로 끓이면 30분, 80도 이상에서는 1분이 지나면 바이러스가 소멸된다.
오관철 기자"
5,지역>충남 | 지역>전북,2011/03/27,,구제역 고개 숙이자 ‘고개 든 AI’,"ㆍ토종닭 100번째 의심신고… 차량 통해 전국적 확산

구제역이 진정 국면에 접어들었으나 조류인플루엔자(AI)는 ‘야금야금’ 전국적으로 확산되고 있다.

27일 농림수산식품부에 따르면 지난해 12월29일 충남 천안에서 종오리에 대해 AI가 처음 신고된 뒤 지난 25일 경북 영천에서 토종닭에 대해 100번째 의심 신고가 접수됐다.

신고된 100건을 지역별로 보면 전남이 49건으로 가장 많고 이어 경기(22건), 충남(11건), 전북(6건) 등의 순이었다.

AI 의심 신고 100건 가운데 51건이 양성 판정을 받았고 48건은 음성으로 판정됐다. 양성 판정 51건을 지역별로 보면 전남(23건), 경기(17건), 충남(6건), 전북·경북(각 2건), 경남(1건) 등 6개 시·도 24개 시·군으로 집계됐다.

농식품부 관계자는 “초기에 철새 때문에 AI가 발생한 이후 차량이동 등을 통해 전국으로 확산된 것으로 추정하고 있다”며 “주로 하천 지역과 하천에 인접한 곳에서 출현하고 있다”고 말했다.

철새가 많이 있는 지역에서 잇따라 AI 의심사례가 신고되고 있다는 설명이다.

지금까지 AI로 살처분 후 매몰된 가금류는 전국적으로 269개 농가 627만마리로 집계됐다.

방역당국은 AI 바이러스를 없애기 위해 가금류에 대한 매몰 처분에 나서고 있다.

농식품부 등 방역당국은 현재 경기·충남·전남·경남·경북 등 14개 시·군에서 AI 확산을 막기 위해 가축 이동을 제한하고 있다. 또 131곳에 이동통제초소를 설치, 운영 중이다. AI에 감염된 철새 등 야생조류의 배설물이 이동하는 차량, 사람 등에게 묻어 다른 지역으로 퍼질 수 있기 때문이다.

농식품부 관계자는 “다음달 중순까지 AI 발생이 간헐적으로 나타나다 차츰 수그러들 것으로 보고 있으며 오는 6월 중순 이후 AI의 종식을 선언할 수 있을 것으로 전망된다”고 말했다. 철새 등 야생조류에서 AI 바이러스가 계속 분리되고 있어 철새가 국내에서 월동하는 봄철까지는 계속 나타날 가능성을 배제할 수 없다는 설명이다.

이번 AI는 2008년 4~5월 이후 약 2년 만에 발생한 것이다.

AI가 서서히 전국으로 확산되고 있지만 육계나 오리 등의 가격은 크게 변화가 없거나 다소 오름세인 것으로 나타났다.

육계의 산지가격은 지난해 3월 평균 2355원(㎏당)에서 이달 25일 현재 2509원으로 6.5% 올랐다. 오리도 지난해 3월 산지가격은 ㎏당 2200원 수준이었으나 최근에는 3000원을 넘고 있다.

방역당국은 AI가 인수공통전염병이지만 사람에게 전염될 가능성은 희박하다고 강조하고 있다. AI에 감염된 고기가 시중에 유통될 가능성 역시 거의 없지만 설사 유통됐다 하더라도 잘 익혀 먹으면 해가 없다는 것이다.

AI는 70도 이상으로 끓이면 30분, 80도 이상에서는 1분이 지나면 바이러스가 소멸된다.

<오관철 기자 okc@kyunghyang.com>"
6,경제>서비스_쇼핑 | 경제>유통 | 경제>산업_기업,2011/03/07,송진식,AI 여파 50% 폭등 “생닭값이 너무해”,"조류인플루엔자(AI) 여파로 생닭값이 폭등하면서 치킨업계에 비상이 걸렸다. ‘통큰 치킨’으로 불거진 폭리 논란 때문에 가격 인상마저 어려워 울상을 짓고 있다.
6일 한국계육협회에 따르면 생닭(육계) 시세는 5일 현재 ㎏당 2680원으로 AI 발생 전인 지난해 11월 초 1780원보다 50% 넘게 올랐다. 같은 기간 산지가격도 ㎏당 1564원에서 2305원으로 50%가량 뛰었다.
생닭값은 AI에 따른 살처분과 이동제한 여파로 12주째 오름세를 보이고 있다. AI는 지난해 12월 말부터 전국 22개 지자체에서 발생해 지금까지 육계닭 600여만마리가 살처분됐다. 프랜차이즈 치킨업체는 대량 공급계약을 맺고 있어 시세만큼 공급가격이 오르진 않았지만 AI 발생 전보다 최소 20% 이상 값이 뛴 것으로 추산하고 있다. 특히 구제역 파동으로 닭고기 소비가 늘고 있지만 공급물량은 부족한 형편이다. 업계 1위인 제너시스BBQ의 경우 하루 평균 20만마리가 필요하지만 16만마리까지 공급이 줄었다. BBQ 관계자는 “공급량이 부족해 마리당 몇백원씩 더 줘야 물량을 확보할 수 있다”고 말했다.
송진식 기자"
7,경제>서비스_쇼핑 | 경제>유통 | 경제>산업_기업,2011/03/06,,AI 여파 50% 폭등 “생닭값이 너무해”,"ㆍ공급량도 태부족 ‘울상’

조류인플루엔자(AI) 여파로 생닭값이 폭등하면서 치킨업계에 비상이 걸렸다. ‘통큰 치킨’으로 불거진 폭리 논란 때문에 가격 인상마저 어려워 울상을 짓고 있다.

6일 한국계육협회에 따르면 생닭(육계) 시세는 5일 현재 ㎏당 2680원으로 AI 발생 전인 지난해 11월 초 1780원보다 50% 넘게 올랐다. 같은 기간 산지가격도 ㎏당 1564원에서 2305원으로 50%가량 뛰었다.

생닭값은 AI에 따른 살처분과 이동제한 여파로 12주째 오름세를 보이고 있다. AI는 지난해 12월 말부터 전국 22개 지자체에서 발생해 지금까지 육계닭 600여만마리가 살처분됐다. 프랜차이즈 치킨업체는 대량 공급계약을 맺고 있어 시세만큼 공급가격이 오르진 않았지만 AI 발생 전보다 최소 20% 이상 값이 뛴 것으로 추산하고 있다. 특히 구제역 파동으로 닭고기 소비가 늘고 있지만 공급물량은 부족한 형편이다. 업계 1위인 제너시스BBQ의 경우 하루 평균 20만마리가 필요하지만 16만마리까지 공급이 줄었다. BBQ 관계자는 “공급량이 부족해 마리당 몇백원씩 더 줘야 물량을 확보할 수 있다”고 말했다.

<송진식 기자>"
8,사회>교육_시험 | 지역>경남 | 지역>충남,2011/02/07,심혜리,구제역·AI 발생지 개학 연기 검토,"교육과학기술부는 6일 구제역이나 조류인플루엔자(AI) 발생 지역의 초·중·고교에 대해 개학 연기를 검토하라고 시·도교육청에 지시했다고 밝혔다.
교과부 이준순 학교지원국장은 “5일 행정안전부로부터 ‘구제역이나 AI 다발생 지역엔 초·중·고교 개학 시기에 학생들이 등교하지 않도록 검토 바란다’는 협조 요청이 와서 전국 16개 시·도교육청 비상연락망을 통해 긴급히 관련 내용을 전달했다”고 말했다. 이 국장은 “학생들이 대규모로 이동하는 개학을 맞아 구제역과 AI의 확산을 막기 위한 조치”라고 덧붙였다.
교과부에 따르면 전국 초·중·고교는 대부분 7일 개학을 하며 각 학교장은 해당 지역의 구제역 및 AI 확산 상황에 따라 개학 연기 또는 등교 제한 조치를 내릴 수 있다.
이 국장은 “구제역과 AI가 심하게 확산된 지역은 등교 대신 집에서 학습을 하거나 아예 개학을 미루라는 것”이라며 “개학 연기 등에 대한 판단은 해당 지역 시·군 상황실과 협의해 학교장이 최종 결정하게 된다”고 설명했다.
심혜리 기자"
9,지역>강원 | 지역>충남 | 사회>교육_시험,2011/02/07,,구제역·AI 여파… 전국 93개교 ‘휴교’,"ㆍ등교정지 등 충북이 최다

구제역과 조류인플루엔자(AI) 여파로 전국 93개교가 등교정지, 개학연기, 학사종료 등의 조치를 취한 것으로 나타났다.

교육과학기술부는 7일 “구제역 발생 지역의 각 학교가 시·도 상황실과 협의해 취한 조치”라면서 “등교정지 학교가 더 나올지는 날씨변화 등 이후상황을 봐야 할 것”이라고 밝혔다.

조치 유형별로는 등교정지가 76개교(학생수 1509명)로 가장 많고, 개학연기 16개교(2086명), 학사종료 1개교(432명)로 집계됐다.

등교정지란 학생들이 학교에 나오지 않는 대신 집에서 체험학습 등을 하게 하는 것으로 출석이 인정된다. 또 학사종료 조치를 한 경기 여주 자영농업고의 경우는 이미 법정 수업일수를 채워 개학을 따로 하지 않고 곧바로 3월 새학기로 넘어가기로 결정했다. 개학을 연기한 학교들은 원래 개학일이 7·8일로 예정돼 있었지만, 구제역 사태가 확산되면서 길게는 일주일 이상 개학을 미룬 것으로 나타났다.

지역별로 보면 충북이 60개교(전부 등교정지)로 가장 많고 이어 경기 12개교(등교정지 8곳, 개학연기 3곳, 학기종료 1곳), 강원 7개교(전부 개학연기), 충남 4개교(전부 개학연기), 경남 5개교(등교정지 3곳, 개학연기 2곳), 울산 3개교(전부 등교정지), 경북 2개교(전부 등교정지)로 집계됐다.

앞서 교과부는 6일 전국 16개 시·도 교육청에 긴급 공문을 보내 구제역, AI 발생 지역의 초·중·고교는 전염병 확산을 막기 위해 개학을 연기하는 방안을 검토하라고 요청한 바 있다.

<정유진 기자>"
